4,5,20,2,0,1,1,13.94,15.91,46,19.0012
5,10,23,2,0,1,2,21.32,25,59,8.9981
7,18,6,3,0,1,1,26.24,28.79,83,7.0015
11,18,3,4,0,1,1,9.84,10.605,41,19.0012
3,10,1,1,0,1,3,13.94,15.91,0,16.9979
11,15,20,4,0,1,2,19.68,23.485,82,8.9981
12,7,6,4,0,1,3,19.68,23.485,100,27.9993
8,19,0,3,0,1,3,27.88,31.82,69,12.998
8,11,20,3,0,1,1,29.52,32.575,37,8.9981
1,15,10,1,0,0,1,7.38,9.85,59,11.0014
3,11,1,1,0,1,3,13.94,17.425,100,7.0015
3,4,6,1,0,1,2,6.56,9.85,74,6.0032
9,5,18,3,1,0,1,27.06,29.545,89,6.0032
5,13,11,2,0,1,2,21.32,25,83,11.0014
10,5,12,4,0,1,1,25.42,31.06,43,22.0028
7,1,1,3,0,1,1,27.06,31.06,50,0
9,12,16,3,0,1,1,29.52,33.335,48,0
12,17,11,4,0,0,2,11.48,12.88,45,22.0028
5,12,11,2,0,1,1,23.78,27.275,60,15.0013
10,7,1,4,0,1,1,18.04,21.97,88,0
12,4,11,4,0,0,1,13.94,16.665,81,11.0014
3,12,9,1,0,0,1,11.48,14.395,65,7.0015
8,16,13,3,0,1,1,31.16,34.09,48,19.9995
2,11,13,1,0,1,1,9.84,11.365,35,12.998
4,5,23,2,0,1,1,12.3,14.395,49,19.0012
5,13,17,2,0,1,3,21.32,25,88,11.0014
1,4,4,1,0,1,1,5.74,9.09,63,6.0032
5,12,20,2,0,1,1,24.6,30.305,64,12.998
11,8,13,4,0,1,1,22.14,25.76,49,11.0014
5,3,9,2,0,1,2,24.6,28.79,78,23.9994
6,16,5,2,0,1,1,24.6,30.305,64,12.998
8,4,14,3,0,1,1,32.8,37.88,55,11.0014
6,18,18,2,0,0,2,30.34,34.09,55,12.998
3,6,7,1,0,0,3,17.22,21.21,100,30.0026
10,17,18,4,0,1,1,22.96,26.515,60,0
8,19,23,3,0,1,2,24.6,27.275,88,6.0032
10,10,6,4,1,0,1,18.04,21.97,94,0
2,7,9,1,0,1,1,9.02,13.635,80,0
9,13,9,3,0,1,1,26.24,30.305,69,6.0032
5,19,3,2,0,1,1,19.68,23.485,100,0
