1,20,0,1,0,1,2,10.66,11.365,48,19.9995
1,20,1,1,0,1,1,10.66,13.635,48,8.9981
1,20,2,1,0,1,1,10.66,13.635,48,8.9981
1,20,3,1,0,1,1,9.84,12.88,52,7.0015
1,20,4,1,0,1,1,9.02,12.12,60,7.0015
1,20,5,1,0,1,1,9.02,12.12,60,7.0015
1,20,6,1,0,1,1,9.84,10.605,60,19.0012
1,20,7,1,0,1,1,9.02,10.605,69,15.0013
1,20,8,1,0,1,1,9.02,10.605,64,16.9979
1,20,9,1,0,1,1,9.02,9.85,47,26.0027
1,20,10,1,0,1,2,9.02,10.605,44,19.0012
1,20,11,1,0,1,2,8.2,9.09,32,23.9994
1,20,12,1,0,1,2,8.2,9.09,34,22.0028
1,20,13,1,0,1,1,9.02,10.605,32,19.9995
1,20,14,1,0,1,2,9.02,10.605,35,19.9995
1,20,15,1,0,1,2,9.02,11.365,35,12.998
1,20,16,1,0,1,2,8.2,10.605,37,11.0014
1,20,17,1,0,1,2,9.02,12.88,32,6.0032
1,20,18,1,0,1,2,8.2,11.365,34,6.0032
1,20,19,1,0,1,2,8.2,11.365,37,7.0015
1,20,20,1,0,1,2,8.2,11.365,34,6.0032
1,20,21,1,0,1,2,8.2,11.365,37,6.0032
1,20,22,1,0,1,2,8.2,9.85,37,15.0013
1,20,23,1,0,1,3,6.56,7.575,64,15.0013
1,21,0,1,0,0,3,6.56,7.575,64,15.0013
1,21,1,1,0,0,4,5.74,6.82,86,12.998
1,21,2,1,0,0,3,5.74,10.605,86,0
1,21,3,1,0,0,3,5.74,9.09,93,6.0032
1,21,4,1,0,0,3,6.56,9.85,86,6.0032
1,21,5,1,0,0,3,6.56,9.09,86,7.0015
1,21,6,1,0,0,3,6.56,8.335,93,11.0014
1,21,7,1,0,0,3,6.56,8.335,93,11.0014
1,21,8,1,0,0,2,6.56,7.575,93,16.9979
1,21,9,1,0,0,2,6.56,7.575,93,16.9979
1,21,10,1,0,0,3,6.56,7.575,93,16.9979
1,21,11,1,0,0,2,7.38,10.605,86,7.0015
1,21,12,1,0,0,2,8.2,10.605,80,11.0014
1,21,13,1,0,0,2,8.2,9.85,80,16.9979
1,21,14,1,0,0,3,8.2,9.85,80,12.998
1,21,15,1,0,0,3,8.2,9.85,80,12.998
1,21,16,1,0,0,2,8.2,9.09,80,19.9995
1,21,17,1,0,0,2,8.2,9.09,80,26.0027
1,21,18,1,0,0,2,8.2,9.09,75,26.0027
1,21,19,1,0,0,2,7.38,7.575,80,26.0027
1,21,20,1,0,0,2,7.38,8.335,80,19.9995
1,21,21,1,0,0,1,7.38,7.575,74,22.0028
1,21,22,1,0,0,2,7.38,8.335,74,19.9995
1,21,23,1,0,0,2,6.56,7.575,80,16.9979
1,22,0,1,0,0,1,6.56,6.82,80,19.9995
1,22,1,1,0,0,2,7.38,8.335,74,19.9995
1,22,2,1,0,0,2,7.38,8.335,74,19.0012
1,22,3,1,0,0,2,7.38,8.335,69,19.0012
1,22,4,1,0,0,3,6.56,6.82,80,19.0012
1,22,5,1,0,0,3,6.56,7.575,74,15.0013
1,22,6,1,0,0,2,6.56,7.575,74,15.0013
1,22,7,1,0,0,2,6.56,7.575,74,15.0013
1,22,8,1,0,0,2,6.56,7.575,74,15.0013
1,22,9,1,0,0,2,6.56,7.575,74,15.0013
1,22,10,1,0,0,2,6.56,6.82,74,19.0012
1,22,11,1,0,0,3,6.56,7.575,80,16.9979
1,22,12,1,0,0,2,6.56,7.575,80,15.0013
1,22,13,1,0,0,2,6.56,9.09,80,8.9981
1,22,14,1,0,0,2,6.56,8.335,80,11.0014
1,22,15,1,0,0,2,6.56,7.575,80,12.998
1,22,16,1,0,0,2,6.56,7.575,80,12.998
1,22,17,1,0,0,2,6.56,9.09,80,7.0015
1,22,18,1,0,0,3,6.56,9.09,86,7.0015
1,22,19,1,0,0,3,6.56,9.09,86,7.0015
1,22,20,1,0,0,3,6.56,8.335,86,11.0014
1,22,21,1,0,0,3,6.56,9.09,86,7.0015
1,22,22,1,0,0,2,6.56,9.85,93,6.0032
1,22,23,1,0,0,2,6.56,9.09,93,7.0015
1,23,0,1,0,1,2,7.38,12.12,86,0
1,23,1,1,0,1,2,7.38,10.605,86,7.0015
1,23,2,1,0,1,2,7.38,10.605,86,7.0015
1,23,3,1,0,1,2,7.38,12.12,86,0
1,23,4,1,0,1,2,8.2,12.88,80,0
1,23,5,1,0,1,2,8.2,12.88,86,0
1,23,6,1,0,1,2,8.2,12.88,86,0
1,23,7,1,0,1,3,8.2,12.88,86,0
1,23,8,1,0,1,3,8.2,10.605,86,8.9981
1,23,9,1,0,1,2,8.2,11.365,86,6.0032
1,23,10,1,0,1,2,8.2,12.88,93,0
1,23,11,1,0,1,2,8.2,11.365,93,6.0032
1,23,12,1,0,1,2,9.02,13.635,93,0
1,23,13,1,0,1,3,9.02,12.88,93,6.0032
1,23,14,1,0,1,3,9.02,11.365,93,12.998
1,23,15,1,0,1,2,9.02,10.605,100,15.0013
1,23,16,1,0,1,2,9.84,12.12,93,11.0014
1,23,17,1,0,1,2,9.84,12.88,96,7.0015
1,23,18,1,0,1,2,9.84,12.12,93,8.9981
1,23,19,1,0,1,2,10.66,12.88,93,11.0014
1,23,20,1,0,1,2,10.66,12.88,100,11.0014
1,23,21,1,0,1,2,10.66,12.12,100,19.0012
1,23,22,1,0,1,2,10.66,12.12,100,19.0012
1,23,23,1,0,1,2,11.48,12.88,93,22.0028
1,24,0,1,0,1,2,12.3,14.395,100,19.0012
1,24,1,1,0,1,2,13.12,15.15,93,16.9979
1,24,2,1,0,1,2,13.12,15.15,93,15.0013
1,24,3,1,0,1,2,13.12,16.665,93,8.9981
1,24,4,1,0,1,2,12.3,15.91,100,6.0032
1,24,5,1,0,1,2,12.3,15.91,100,6.0032
1,24,6,1,0,1,2,13.12,15.91,93,12.998
1,24,7,1,0,1,2,13.12,16.665,93,8.9981
1,24,8,1,0,1,2,13.12,16.665,93,8.9981
1,24,9,1,0,1,2,13.12,16.665,87,6.0032
1,24,10,1,0,1,1,13.12,16.665,93,6.0032
1,24,11,1,0,1,1,13.94,16.665,87,8.9981
1,24,12,1,0,1,1,13.94,16.665,87,11.0014
1,24,13,1,0,1,1,13.94,16.665,87,11.0014
1,24,14,1,0,1,1,14.76,17.425,81,15.0013
1,24,15,1,0,1,2,16.4,20.455,71,11.0014
1,24,16,1,0,1,1,16.4,20.455,71,8.9981
1,24,17,1,0,1,1,17.22,21.21,67,6.0032
1,24,18,1,0,1,1,16.4,20.455,62,6.0032
1,24,19,1,0,1,1,18.04,21.97,51,6.0032
