4,4,16,2,0,1,2,26.24,31.06,44,19.0012
5,9,23,2,0,1,3,19.68,23.485,82,12.998
7,17,15,3,0,1,1,37.72,40.91,31,11.0014
11,17,23,4,0,0,2,12.3,15.91,70,7.0015
3,9,1,1,0,1,3,22.96,26.515,52,32.9975
11,15,16,4,0,1,2,14.76,17.425,57,12.998
12,7,4,4,0,1,1,10.66,13.635,75,7.0015
8,18,12,3,0,0,1,31.16,33.335,37,12.998
8,11,7,3,0,0,1,26.24,28.79,83,6.0032
1,15,3,1,0,0,2,6.56,6.82,48,26.0027
3,9,23,1,0,1,1,13.12,15.15,33,19.9995
3,3,6,1,0,0,2,14.76,18.18,93,6.0032
9,5,8,3,0,1,1,29.52,34.85,74,12.998
5,12,12,2,0,0,1,26.24,31.06,36,11.0014
10,5,2,4,0,1,1,22.14,25.76,73,6.0032
6,19,6,2,0,1,2,24.6,28.79,78,7.0015
9,12,4,3,0,1,1,20.5,24.24,72,6.0032
12,17,10,4,0,1,2,15.58,19.695,87,6.0032
5,11,12,2,0,1,1,22.96,26.515,28,27.9993
10,6,16,4,0,0,1,24.6,31.06,43,35.0008
12,4,8,4,0,1,2,18.04,21.97,88,11.0014
3,11,7,1,0,0,1,9.02,11.365,69,8.9981
8,16,1,3,0,1,1,26.24,30.305,73,0
2,10,15,1,0,1,2,13.12,16.665,45,8.9981
4,4,19,2,0,1,1,27.06,31.06,39,15.0013
5,12,19,2,0,0,2,26.24,31.06,36,11.0014
1,4,1,1,0,1,1,1.64,1.515,38,19.9995
5,11,22,2,0,1,1,22.96,26.515,35,15.0013
11,8,7,4,0,1,1,11.48,12.88,36,26.0027
5,2,8,2,0,1,2,22.96,26.515,88,0
6,15,10,2,0,1,1,26.24,31.06,57,11.0014
8,4,0,3,0,0,1,30.34,35.605,79,11.0014
6,17,23,2,0,0,1,23.78,27.275,64,12.998
3,5,7,1,0,1,1,7.38,9.85,59,8.9981
10,17,11,4,0,1,2,20.5,24.24,51,6.0032
8,19,12,3,0,0,3,26.24,30.305,73,0
10,9,22,4,0,1,2,19.68,23.485,77,6.0032
2,6,13,1,0,1,1,15.58,19.695,40,15.0013
9,12,21,3,0,1,1,24.6,30.305,60,8.9981
5,18,6,2,0,1,1,18.04,21.97,77,8.9981
10,15,19,4,0,1,3,21.32,25,83,6.0032
8,14,12,3,0,1,1,31.98,35.605,49,8.9981
10,7,4,4,0,0,2,18.04,21.97,54,16.9979
7,12,5,3,0,1,1,25.42,29.545,73,7.0015
7,6,22,3,0,1,1,32.8,37.88,55,12.998
10,8,12,4,1,0,2,17.22,21.21,63,11.0014
1,6,7,1,0,1,2,9.84,14.395,65,0
6,14,0,2,0,1,1,24.6,31.06,53,19.9995
9,14,13,3,0,1,2,28.7,32.575,54,12.998
9,5,14,3,0,1,1,33.62,39.395,56,7.0015
12,18,0,4,0,1,2,18.04,21.97,94,8.9981
11,5,12,4,0,1,1,14.76,16.665,43,22.0028
6,5,1,2,0,1,2,21.32,25,77,22.0028
3,18,9,1,0,0,2,17.22,21.21,88,6.0032
1,17,0,1,0,1,2,10.66,11.365,70,22.0028
2,4,13,1,0,0,2,12.3,14.395,70,12.998
4,15,13,2,0,0,1,27.06,31.06,44,19.0012
7,4,3,3,1,0,1,27.88,31.82,74,12.998
8,17,9,3,0,1,1,28.7,12.12,58,7.0015
5,16,21,2,0,1,1,26.24,30.305,73,12.998
11,16,21,4,0,1,1,13.94,16.665,49,12.998
4,10,8,2,0,1,1,15.58,19.695,62,8.9981
6,9,14,2,0,0,1,33.62,34.85,23,12.998
4,19,2,2,0,1,2,17.22,21.21,77,0
8,14,17,3,0,1,3,31.16,36.365,66,16.9979
4,2,7,2,0,1,1,13.94,15.15,66,26.0027
6,13,22,2,0,1,1,25.42,31.06,50,19.9995
